author,datasets_cited,num_datasets
"Hyun Joo Yoo, Kaoru Nashiro, Jungwon Min, Christine Cho, Noah Mercer, Shelby L. Bachman, Padideh Nasseri, Shubir Dutt, Shai Porat, Paul D. Choi, Yong Zhang, Vardui Grigoryan, Tiantian Feng, Julian Francis Thayer, Paul M. Lehrer, Catie E. Chang, Jeffrey A. Stanley, Elizabeth Head, Jeremy Rouanet, Vasilis Z. Marmarelis, Shrikanth Shri Narayanan, Jessica Lee Wisnowski, Daniel A. Nation, Mara Mather",on007763,1
"Chenyu Gao, Bennett A. Landman, Jerry L. Prince, Aaron Carass",on007763,1
"Diego Ángeles-Valdéz, Jalil Rasgado‐Toledo, Viviana Villicaña, Alan Davalos-Guzman, Cristina Almanza, Alfonso Fajardo-Valdez, Ruth Alcalá‐Lozano, Eduardo A. Garza‐Villarreal",on007763,1
"Patrick G. Bissett, Ian W. Eisenberg, Sunjae Shim, Jaime Ali H. Rios, Henry Morrow Jones, McKenzie P. Hagen, A. Zeynep Enkavi, Jamie K. Li, Jeanette A. Mumford, David P. MacKinnon, Lisa A. Marsch, Russell Alan Poldrack",on007763,1
"Ryan J. Cali, Ravi R. Bhatt, Sophia I. Thomopoulos, Shruti P. Gadewar, Iyad Ba Gari, Tamoghna Chattopadhyay, Neda Jahanshad, Paul M. Thompson, the Alzheimer’s Disease Neuroimaging Initiative",on007763,1
"Stanislaw Mitew, Ling Yun Yeow, Chi Long Ho, Prakash K. N. Bhanu, Oliver James Nickalls",on007763,1
"Nataliia Molchanova, Bénédicte Maréchal, Jean‐Philippe Thiran, Tobias Kober, Till Huelnhagen, Jonas Richiardi, the Alzheimer's Disease Neuroimaging Initiative",on007763,1
"Riccardo Iandolo, Esin Avci, Giulia Bommarito, Ioanna Sandvig, Gitta Rohweder, Axel Sandvig",on007763,1
"Céline Provins, Yasser Alemán‐Gómez, Martine Cleusix, Raoul Jenni, Jonas Richiardi, Patric Hagmann, Oscar Estéban",on007763,1
"Stephan Heunis, Marcel M. Breeuwer, César Caballero‐Gaudes, Lydia Hellrung, Willem Huijbers, Jacobus F.A. Jansen, Rolf M. J. N. Lamerichs, Svitlana Zinger, Albert Pierre Aldenkamp",on007763,1
"Denis Chaimow, Jonas Karolis Degutis, Daniel Haenelt, Robert Trampel, Nikolaus Weiskopf, Romy Lorenz",on007763,1
"Peer Herholz, Rita M. Ludwig, Jean‐Baptiste Poline",on007763,1
"Hedda T Ness, Line Folvik, Markus Handal Sneve, Håkon Grydeland, Didac Vidal‐Piñeiro, Liisa Raud, Oliver Marcel Geier, Kristine Beate Walhovd, Anders M. Fjell",on007763,1
E. D. Petrovskiy,on007763,1
"Daniel J. Levitas, Soichi Hayashi, Sophia Vinci‐Booher, Anibal Sólon Heinsfeld, Dheeraj Bhatia, Nicholas Lee, Anthony Galassi, Guiomar Niso, Franco Pestilli","on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004346,on004473,on004993,on004998,on005241,on005261,on005624,on005810,on006035,on006629,on006720,on007523,on007524,on007763",22
Isaac David,on007763,1
"Dominique Makowski, Tam N. Pham, Zen Juen Lau, Jan C. Brammer, François Lespinasse, Hung Pham, Christopher Schölzel, Shen‐Hsing Annabel Chen","on007753,on007763",2
"Gaël Varoquaux, Pradeep Reddy Raamana, Denis Alexander Engemann, Andrés Hoyos-Idrobo, Yannick Schwartz, Bertrand Thirion","on007753,on007763",2
"Tijl Grootswagers, Susan G. Wardle, Thomas A. Carlson","nm000139,on007753,on007763",3
"Nikolaas N. Oosterhof, Andrew C. Connolly, James V. Haxby","on007753,on007763",2
"Mainak Jas, Denis Alexander Engemann, Yousra Bekhti, Federico Raimondo, Alexandre Gramfort","nm000110,on000117,on002718,on004362,on007615,on007753,on007763",7
"Jona Sassenhagen, Dejan Draschkow","on007753,on007763",2
"Henri Lorach, Andrea Gálvez, Valeria Spagnolo, Félix Martel, Serpil Karakas, Nadine Intering, Molywan Vat, Olivier Faivre, Cathal Harte, Salif Komi, Jimmy Ravier, Thibault Collin, Laure Coquoz, Icare Sakr, Edeny Baaklini, Sergio Daniel Hernandez‐Charpak, Grégory Dumont, Rik Buschman, Nicholas Buse, Timothy Denison, Ilse J. W. van Nes, Léonie Asboth, Anne Watrin, Lucas Struber, Fabien Sauter‐Starace, Lilia Langar, Vincent Auboiroux, Stefano Carda, Stéphan Chabardès, Tetiana Aksenova, Robin Demesmaeker, Guillaume Charvet, Jocelyne Bloch, Grégoire Courtine","on007753,on007763",2
"Jan Claassen, Kevin William Doyle, Adu Matory, Caroline Couch, Kelly M. Burger, Angela G. Velazquez, Joshua U. Okonkwo, Jean-Rémi King, Soojin Park, Sachin Agarwal, David Jinou Roh, Murad Megjhani, Andrey Eliseyev, Edward Sander Connolly, Benjamin Rohaut","on007753,on007763",2
"Sean L. Metzger, Kaylo T. Littlejohn, Alexander B. Silva, David A. Moses, Margaret P. Seaton, Ran Wang, Maximilian E. Dougherty, Jessie R. Liu, Peter Wu, Michael A. Berger, Inga Zhuravleva, Adelyn Tu-Chan, Karunesh Ganguly, Gopala K. Anumanchipalli, Edward F. Chang","on007753,on007763",2
"Cyril R Pernet, Stefan Appelhoff, Krzysztof J. Gorgolewski, Guillaume Flandin, Christophe L. M. Phillips, Arnaud Delorme, Robert Oostenveld","on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004346,on004473,on004993,on004998,on005241,on005261,on005494,on005624,on005810,on006035,on006629,on006720,on007523,on007524,on007615,on007753,on007763",25
"Christian J. Brodbeck, Liyi Elliot Hong, Jonathan Z. Simon","on007753,on007763",2
"Charlotte Caucheteux, Alexandre Gramfort, Jean-Rémi King","nm000180,on007753,on007763",3
"Jennifer Stine Elam, Matthew F. Glasser, Michael P. Harms, Stamatios N. Sotiropoulos, Jesper Andersson, Gregory C. Burgess, Sandra W. Curtiss, Robert Oostenveld, Linda J. Larson‐Prior, Jan‐Mathijs Schoffelen, Michael R. Hodge, Eileen A. Cler, Daniel Marcus, Deanna M. Barch, Essa S. Yacoub, Stephen M. Smith, Kǎmil Uǧurbil, David C. Van Essen","on003392,on003703,on003922,on004012,on004346,on004998,on005241,on005261,on005810,on006035,on006629,on006720,on007523,on007524,on007753,on007763",16
"Thomas Donoghue, Natalie Schaworonkow, Bradley Voytek","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000130,nm000131,nm000136,nm000144,nm000157,nm000166,nm000168,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000191,nm000194,nm000197,nm000200,nm000202,nm000205,nm000207,nm000208,nm000210,nm000212,nm000218,nm000222,nm000223,nm000224,nm000231,nm000234,nm000240,nm000242,nm000247,nm000252,nm000257,nm000258,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000339,nm000340,nm000343,nm000348,nm000351,on002778,on003392,on003498,on003703,on003876,on004010,on004012,on004346,on004395,on004473,on004541,on004998,on005241,on005261,on005307,on005403,on005406,on005494,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007262,on007338,on007358,on007454,on007615,on007753,on007763,on007895,on008465,on008701",97
"Michel‐Pierre Coll, Hannah Hobson, Geoffrey Bird, Jennifer L. Murphy","on007753,on007763",2
"Oula Puonti, Koen Van Leemput, Guilherme B. Saturnino, Hartwig Roman Siebner, Kristoffer Hougaard Madsen, Axel Thielscher","on007753,on007763",2
"Denis Alexander Engemann, Alexandre Gramfort","on007753,on007763",2
"Darinka Trübutschek, Sébastien Marti, Andrés Ojeda, Jean-Rémi King, Yuanyuan Mi, Misha V. Tsodyks, Stanislas Dehaene","on007753,on007763",2
"Philipp Thölke, Yorguin-José Mantilla-Ramos, Hamza Abdelhedi, Charlotte Maschke, Arthur Dehgan, Yann Harel, Anirudha Kemtur, Loubna Mekki Berrada, Myriam Sahraoui, Tammy Young, Antoine Bellemare, Clara El Khantour, Mathieu Landry, Annalisa Pascarella, Vanessa Hadid, Etienne Combrisson, Jordan O’Byrne, Karim Jerbi","on004362,on007753,on007763",3
"Yueying Zhou, Shuo Huang, Ziming Xu, Pengpai Wang, Xia Wu, Daoqiang Zhang","nm000109,on007753,on007763",3
"Peter W. Donhauser, Sylvain Baillet","nm000228,on007753,on007763",3
"Malik Muhammad Naeem Mannan, Muhammad Ahmad Kamran, Myung Yung Jeong","nm000145,on007753,on007763",3
"Alexandre Défossez, Charlotte Caucheteux, Jérémy Rapin, Ori Kabeli, Jean-Rémi King","nm000172,nm000180,nm000224,nm000252,nm000257,nm000261,on007753,on007763",8
"Claire Sergent, Martina Corazzol, Ghislaine Labouret, François Stockart, Mark Wexler, Jean-Rémi King, Florent Meyniel, Daniel Pressnitzer","on007753,on007763",2
"Inga Korolczuk, Borı́s Burle, Jennifer T. Coull, Kamila Śmigasiewicz","on007753,on007763",2
"Vinay Jayaram, Alexandre Barachant","nm000115,nm000135,nm000139,nm000140,nm000144,nm000145,nm000146,nm000245,nm000267,nm000268,on007753,on007763",12
"Aina Puce, Matti Hämäläinen","on007753,on007763",2
"Wajid Mumtaz, Suleman Rasheed, Alina Irfan","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007753,on007763,on007895,on008465,on008701",118
"Jordy Tasserie, Lynn Uhrig, Jacobo Diego Sitt, Dragana Manasova, Morgan Dupont, Stanislas Dehaene, Béchir Jarraya","on007753,on007763",2
"Phairot Autthasan, Rattanaphon Chaisaen, Thapanun Sudhawiyangkul, Phurin Rangpong, Suktipol Kiatthaveephong, Nat Dilokthanakul, Gun Bhakdisongkhram, Huy Phan, Cuntai Guan, Theerawit Wilaiprasitporn","nm000139,nm000171,nm000172,nm000273,nm000323,nm000338,on007753,on007763",8
"Chris Holdgraf, Stefan Appelhoff, Stephan Bickel, Kristofer E. Bouchard, Sasha D’Ambrosio, Olivier David, Orrin Devinsky, Ben Dichter, Adeen Flinker, Brett L. Foster, Krzysztof J. Gorgolewski, Iris I. A. Groen, David M. Groppe, Aysegul Gunduz, Liberty S. Hamilton, Christopher John Honey, Mainak Jas, Robert Thomas Knight, Jean‐Philippe Lachaux, Jonathan C. Lau, Christopher Lee‐Messer, Brian N. Lundstrom, Kai Joshua Miller, Jeffrey G. Ojemann, Robert Oostenveld, Natalia Petridou, Gio Piantoni, Andrea Pigorini, Nader Pouratian, Nick F. Ramsey, Arjen Stolk, Nicole C. Swann, François Tadel, Bradley Voytek, Brian A. Wandell, Jonathan A. Winawer, Kirstie Jane Whitaker, Lyuba Zehl, Dora Hermes","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003392,on003703,on003922,on004012,on004324,on004346,on004395,on004541,on004951,on004998,on005241,on005261,on005307,on005403,on005594,on005620,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007753,on007763,on007895,on008701",131
"Zhengqing Miao, Meirong Zhao, Xin Zhang, Dong Ming","nm000172,on007753,on007763",3
"Ethan R. Buch, Leonardo Claudino, Romain Quentin, Marlene Bönstrup, Leonardo G. Cohen","on007753,on007763",2
"Riitta Hari, Sylvain Baillet, Gareth Robert Barnes, Richard C. Burgess, Nina Forss, Joachim Groß, Matti Hämäläinen, Ole Jensen, Ryusuke Kakigi, François Mauguı̀ere, Nobukatzu Nakasato, Aina Puce, Gian-Luca Romani, Alfons Schnitzler, Samu Taulu","on007753,on007763",2
"Obada Al Zoubi, Chung Ki Wong, Rayus Kuplicki, Hung‐Wen Yeh, Ahmad Mayeli, Hazem H. Refai, Martin P. Paulus, Jerzy Bodurka","on007753,on007763",2
"Bruno Colombet, Marmaduke Woodman, Jean‐Michel Badier, Christian Bénar","on007753,on007763",2
"Espen Hagen, Solveig Næss, Torbjørn V. Ness, Gaute T. Einevoll","on007753,on007763",2
"Stefan Haufe, Arne Ewald","on007753,on007763",2
"Odile Feys, Pierre Corvilain, Alec Aeby, Claudine Sculier, Niall Holmes, Matthew J. Brookes, Serge Goldman, Vincent Wens, Xavier De Tiège","on007753,on007763",2
"Stefan Appelhoff, Matthew Sanderson, Teon L Brooks, Marijn van Vliet, Romain Quentin, Chris Holdgraf, Maximilien Chaumon, Ezequiel Mikulan, Kambiz Tavabi, Richard Höchenberger, Dominik Welke, Clemens Brunner, Alexander P. Rockhill, Eric B. Larson, Alexandre Gramfort, Mainak Jas","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005494,on005594,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007753,on007763,on007895,on008465,on008701",141
"Christian J. Brodbeck, Alessandro Presacco, Jonathan Z. Simon","on007753,on007763",2
"Denis Alexander Engemann, Oleh Kozynets, David Sabbagh, G Lemaître, Gaël Varoquaux, Franziskus Liem, Alexandre Gramfort","nm000179,on007753,on007763",3
"Yuri G. Pavlov, Nika Adamian, Stefan Appelhoff, Mahnaz Arvaneh, Christopher Benwell, Christian Beste, Amy Rachel Bland, Daniel E. Bradford, Florian Bublatzky, Niko A. Busch, Peter Eugene Clayson, Damian Cruse, Artur Czeszumski, Anna Dreber, Guillaume Dumas, Benedikt Ehinger, Giorgio Ganis, Xun He, José Antonio Hinojosa, Christoph Huber‐Huber, Michael Inzlicht, Bradley N. Jack, Magnus Johannesson, Rhiannon Jones, Evgenii Kalenkovich, Laura Kaltwasser, Hamid Karimi-Rouzbahani, Andreas Keil, Peter König, Layla Kouara, Louisa Kulke, Cecile D. Ladouceur, Nicolas Langer, Heinrich R. Liesefeld, David Luque, Annmarie MacNamara, Liad Mudrik, Muthuraman Muthuraman, Lauren Neal, Gustav Nilsonne, Guiomar Niso, Sebastian Ocklenburg, Robert Oostenveld, Cyril R Pernet, Gilles Pourtois, Manuela Ruzzoli, Sarah M. Sass, Alexandre Schaefer, Magdalena Senderecka, Joel S. Snyder","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000228,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007753,on007763,on007895,on008701",116
"Mainak Jas, Eric B. Larson, Denis Alexander Engemann, Jaakko Leppäkangas, Samu Taulu, Matti Hämäläinen, Alexandre Gramfort","on000117,on002718,on003392,on003703,on003922,on004012,on004346,on004998,on005241,on005261,on005810,on006035,on006629,on006720,on007523,on007524,on007615,on007753,on007763",19
"April R. Levin, Adriana S. Méndez Leal, Laurel Joy Gabard-Durnam, Heather M. O’Leary","on007615,on007753,on007763",3
"Britta U. Westner, Sarang S. Dalal, Alexandre Gramfort, Vladimir Litvak, John C. Mosher, Robert Oostenveld, Jan‐Mathijs Schoffelen","on007753,on007763",2
"Robert G. Luke, Eric B. Larson, Maureen J. Shader, Hamish Innes-Brown, Lindsey N. Van Yper, Adrian K. C. Lee, Paul F. Sowman, David McAlpine","on007615,on007753,on007763",3
"Alessandro T. Gifford, Kshitij Dwivedi, Gemma Roig, Radoslaw Martin Cichy","on004212,on007753,on007763",3
"Kyuhwa Lee, Dong Liu, Laetitia Perroud, Ricardo Chavarriaga, José del R. Millán","nm000168,on007753,on007763",3
"Anne Kösem, Alexandre Gramfort, Virginie van Wassenhove","on007753,on007763",2
"Lichao Xu, Minpeng Xu, Yufeng Ke, Xingwei An, Shuang Liu, Dong Ming","nm000115,nm000135,nm000139,nm000146,nm000245,on007753,on007763",7
"Adam Li, Jacob Feitelberg, Anand Prakash Saini, Richard Höchenberger, Mathieu Scheltienne","on007753,on007763",2
"Maren Stropahl, Anna‐Katharina R. Bauer, Stefan Debener, Martin Georg Bleichner","on007753,on007763",2
"Pilar Garcés, David López‐Sanz, Fernando Maestú, Ernesto Pereda","on007753,on007763",2
"Anaël Ayrolles, Florence Brun, Yi‐Ping Phoebe Chen, Amir Djalovski, Yann Beauxis, Richard Delorme, Thomas Bourgeron, Suzanne Dikker, Guillaume Dumas","on007753,on007763",2
"Rattanaphon Chaisaen, Phairot Autthasan, Nopparada Mingchinda, Pitshaporn Leelaarporn, Narin Kunaseth, Suppakorn Tammajarung, Poramate Manoonpong, Subhas Chandra Mukhopadhyay, Theerawit Wilaiprasitporn","nm000245,nm000273,nm000323,nm000338,on007753,on007763",6
"Bruno Nicenboim, Shravan Vasishth, Frank Rösler","nm000228,on007753,on007763",3
"Samuel A. Neymotin, Dylan S Daniels, Blake A Caldwell, Robert A. McDougal, Nicholas T. Carnevale, Mainak Jas, Christopher I. Moore, Michael L. Hines, Matti Hämäläinen, Stephanie R. Jones","on007753,on007763",2
"Cédric Rommel, Joseph Paillard, Thomas Moreau, Alexandre Gramfort","on005555,on007753,on007763",3
"Federico Raimondo, Benjamin Rohaut, Athéna Demertzi, Mélanie Valente, Denis Alexander Engemann, Moti Salti, Diego Fernández Slezak, Lionel Naccache, Jacobo Diego Sitt","on007753,on007763",2
"Guiomar Niso, Rotem Botvinik‐Nezer, Stefan Appelhoff, Alejandro I de la Vega, Oscar Estéban, Joset A. Etzel, Karolina Finc, Melanie Ganz, Rémi Gau, Yaroslav O. Halchenko, Peer Herholz, Agâh Karakuzu, David B. Keator, Christopher Johnson Markiewicz, Camille Maumet, Cyril R Pernet, Franco Pestilli, Nazek Queder, Tina Schmitt, Weronika Sójka, Adina Svenja Wagner, Kirstie Jane Whitaker, Jochem W. Rieger","nm000113,nm000115,nm000122,nm000132,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000202,nm000205,nm000207,nm000209,nm000210,nm000212,nm000215,nm000218,nm000219,nm000221,nm000224,nm000227,nm000231,nm000235,nm000237,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000343,nm000348,nm000351,on002778,on003029,on003392,on003498,on003703,on003876,on004012,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005494,on005594,on005620,on005624,on005810,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007052,on007056,on007058,on007096,on007137,on007169,on007172,on007262,on007338,on007358,on007454,on007524,on007753,on007763,on007895",123
"Parinaz Babaeeghazvini, Laura M. Rueda‐Delgado, Jolien Gooijers, Stephan Patrick Swinnen, Andreas Daffertshofer","nm000103,on005505,on005506,on005507,on005508,on005511,on005515,on007753,on007763",9
"Lau M. Andersen, Michael N. Pedersen, Kristian Sandberg, Morten Storm Overgaard","on007753,on007763",2
"Chris Holdgraf, Wendy de Heer, Brian N. Pasley, Jochem W. Rieger, Nathan E. Crone, Jack J. Lin, Robert Thomas Knight, Frédéric E. Theunissen","on007753,on007763",2
"C. Kothe, Seyed Yahya Shirazi, Tristan Stenner, David Medine, Chadwick Boulay, Matthew I. Grivich, Fiorenzo Artoni, Tim R. Mullen, Arnaud Delorme, Scott Makeig","on007753,on007763",2
"Salman E. Qasim, Uma R. Mohan, Joel M. Stein, Joshua J. Jacobs","on007753,on007763",2
