title,author,year,datasets_bridged,num_datasets
OpenNeuro: An open resource for sharing of neuroimaging data,"Christopher Johnson Markiewicz, Krzysztof J. Gorgolewski, Franklin W. Feingold, Ross W. Blair, Yaroslav O. Halchenko, Eric F. Miller, Nell Hardcastle, Joe Wexler, Oscar Estéban, Mathias Goncalves, Anita S. Jwa, Russell Alan Poldrack",2021,"nm000115,nm000121,nm000122,nm000123,nm000125,nm000130,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000209,nm000210,nm000212,nm000218,nm000219,nm000221,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on000117,on002718,on002778,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005494,on005594,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008701",136
Oxygenated hemoglobin signal provides greater predictive performance of experimental condition than de-oxygenated,"Robert G. Luke, Maureen J. Shader, Alexandre Gramfort, Eric B. Larson, Adrian K. C. Lee, David McAlpine",2021,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003392,on003498,on003703,on003876,on003922,on004012,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895",135
Examining the lateralization of electrophysiological correlates of auditory awareness,"Billy Gerdfeldter, Annika Andersson, Stefan Wiens",2024,"nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000146,nm000148,nm000157,nm000166,nm000167,nm000168,nm000169,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003352,on003392,on003498,on003876,on003922,on004012,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on005241,on005261,on005307,on005403,on005406,on005494,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",135
"iEEG-BIDS, extending the Brain Imaging Data Structure specification to human intracranial electrophysiology","Chris Holdgraf, Stefan Appelhoff, Stephan Bickel, Kristofer E. Bouchard, Sasha D’Ambrosio, Olivier David, Orrin Devinsky, Ben Dichter, Adeen Flinker, Brett L. Foster, Krzysztof J. Gorgolewski, Iris I. A. Groen, David M. Groppe, Aysegul Gunduz, Liberty S. Hamilton, Christopher John Honey, Mainak Jas, Robert Thomas Knight, Jean‐Philippe Lachaux, Jonathan C. Lau, Christopher Lee‐Messer, Brian N. Lundstrom, Kai Joshua Miller, Jeffrey G. Ojemann, Robert Oostenveld, Natalia Petridou, Gio Piantoni, Andrea Pigorini, Nader Pouratian, Nick F. Ramsey, Arjen Stolk, Nicole C. Swann, François Tadel, Bradley Voytek, Brian A. Wandell, Jonathan A. Winawer, Kirstie Jane Whitaker, Lyuba Zehl, Dora Hermes",2019,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003392,on003703,on003922,on004012,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004541,on004951,on004998,on005241,on005261,on005307,on005403,on005594,on005620,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007753,on007763,on007895,on008701",135
"Enhancing reproducibility in developmental EEG research: BIDS, cluster-based permutation tests, and effect sizes","Marlene Meyer, Didi Lamers, Ezgi Kayhan, Sabine Hunnius, Robert Oostenveld",2021,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003392,on003703,on003922,on004012,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004541,on004951,on004998,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008465,on008701",135
Best Practices in Data Analysis and Sharing in Neuroimaging using MEEG,"Cyril R Pernet, Marta Isabel Garrido, Alexandre Gramfort, Natasha M. Maurits, Christoph Martin Michel, Elizabeth W. Pang, Riitta H. Salmelin, Jan‐Mathijs Schoffelen, Pedro Antonio Valdes-Sosa, Aina Puce",2018,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005594,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008701",135
Challenges and new perspectives of developmental cognitive EEG studies,"Estelle Hervé, Giovanni Mento, Béatrice Desnous, François Clément",2022,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003392,on003703,on003922,on004012,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004541,on004951,on004998,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008465,on008701",135
Dynamic channelwise functional-connectivity states extracted from resting-state EEG signals of patients with Parkinson’s disease,"Hao Ding, Xinmeng Weng, Minghuan Xu, Jian Feng Shen, Zhanxiong Wu",2024,"nm000110,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000140,nm000141,nm000142,nm000143,nm000146,nm000148,nm000151,nm000157,nm000166,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003498,on003703,on003876,on004012,on004100,on004107,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",134
Critical analysis of Parkinson’s disease detection using EEG sub-bands and gated recurrent unit,"Nabeel Khalid, Muhammad Sarwar Ehsan",2024,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000157,nm000166,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003498,on003876,on004012,on004100,on004107,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004998,on005307,on005403,on005406,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",133
Automagic: Standardized preprocessing of big EEG data,"Andreas Pedroni, Amirreza Bahreini, Nicolas Langer",2019,"nm000103,nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000153,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004105,on004106,on004118,on004119,on004120,on004121,on004122,on004123,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005505,on005506,on005507,on005508,on005511,on005515,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",133
High-density EEG mobile brain/body imaging data recorded during a challenging auditory gait pacing task,"Johanna Wagner, Ramón Martínez-Cancino, Arnaud Delorme, Scott Makeig, Teodoro Solis‐Escalante, Christa Neuper, Gernot R Muller-Putz",2019,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003392,on003703,on003922,on004012,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004541,on004951,on004998,on005241,on005261,on005307,on005403,on005594,on005620,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008701",133
Invasive neurophysiology and whole brain connectomics for neural decoding in patients with brain implants,"Timon Merk, Richard M. Köhler, Toni M. Brotons, Samed Rouven Vossberg, Victoria Peterson, Laura Freire Lyra, Jonathan Vanhoecke, Meera Chikermane, Thomas S. Binns, Ningfei Li, Ashley E. Walton, Clemens Neudorfer, Alan Bush, Nathan Sisterson, Johannes Leon Busch, Roxanne Lofredi, Jeroen Habets, Julius Huebl, Guanyu Zhu, Zixiao Yin, Baotian Zhao, Angela Merkl, Malek Bajbouj, Patricia Krause, Katharina Faust, Gerd‐Helge Schneider, Andreas Horn, Jianguo Zhang, Andrea A. Kühn, Robert Mark Richardson, Wolf‐Julian Neumann",2025,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000125,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000191,nm000194,nm000197,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000224,nm000227,nm000231,nm000235,nm000236,nm000237,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005494,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007338,on007358,on007454,on007615,on007895,on008701",133
"The past, present, and future of the brain imaging data structure (BIDS)","Russell Alan Poldrack, Christopher Johnson Markiewicz, Stefan Appelhoff, Yoni K. Ashar, Tibor Auer, Sylvain Baillet, Shashank Bansal, Leandro Beltrachini, Christian Bénar, Giacomo Bertazzoli, Suyash Bhogawar, Ross W. Blair, Marta Bortoletto, Mathieu Boudreau, Teon L Brooks, Vince D. Calhoun, Filippo Maria Castelli, Patricia Clement, Alexander L. Cohen, Julien Cohen‐Adad, Sasha D’Ambrosio, Gilles de Hollander, María de la Iglesia-Vayá, Alejandro I de la Vega, Arnaud Delorme, Orrin Devinsky, Dejan Draschkow, Eugene Paul Duff, Elizabeth DuPré, Eric A Earl, Oscar Estéban, Franklin W. Feingold, Guillaume Flandin, Anthony Galassi, Giuseppe Gallitto, Melanie Ganz, Rémi Gau, James Gholam, Satrajit Ghosh, Alessio Giacomel, Ashley Gillman, Padraig Gleeson, Alexandre Gramfort, Samuel Guay, Giacomo Guidali, Yaroslav O. Halchenko, Daniel A. Handwerker, Nell Hardcastle, Peer Herholz, Dora Hermes",2024,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000125,nm000128,nm000130,nm000136,nm000139,nm000140,nm000143,nm000144,nm000145,nm000146,nm000148,nm000152,nm000157,nm000166,nm000167,nm000168,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000209,nm000210,nm000212,nm000215,nm000218,nm000219,nm000221,nm000224,nm000227,nm000231,nm000235,nm000236,nm000237,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005594,on005620,on005624,on005810,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",132
Simultaneous invasive and non-invasive recordings in humans: A novel Rosetta stone for deciphering brain activity,"Andrea Pigorini, Pietro Avanzini, Andrei Barborică, Christian Bénar, Olivier David, Michele Farisco, Corey J. Keller, Alfredo Manfridi, Ezequiel Mikulan, Angelique C. Paulk, Nicolas Roehri, Ajay Subramanian, Serge Vulliémoz, Rina Zelmann",2024,"nm000110,nm000111,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000140,nm000142,nm000143,nm000148,nm000157,nm000166,nm000168,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000191,nm000194,nm000197,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000210,nm000212,nm000213,nm000215,nm000218,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000240,nm000242,nm000243,nm000244,nm000246,nm000247,nm000252,nm000257,nm000258,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005494,on005620,on005624,on005810,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008465,on008701",132
Electrophysiological correlates of in vivo and virtual reality exposure therapy in spider phobia,"Stefan Wiens, Rasmus Eklund, Malina Szychowska, Alexander Miloff, Danielle Cosme, Stephen Pierzchajlo, Per Carlbring",2022,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000140,nm000141,nm000142,nm000143,nm000146,nm000148,nm000151,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003392,on003876,on004012,on004100,on004278,on004324,on004395,on004473,on004541,on004951,on004993,on004998,on005307,on005403,on005406,on005494,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",131
Control over sampling boosts numerical evidence processing in human decisions from experience,"Stefan Appelhoff, Ralph Hertwig, Bernhard Spitzer",2022,"nm000110,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003392,on003922,on004012,on004229,on004276,on004278,on004324,on004395,on004473,on004541,on004951,on004993,on005241,on005261,on005403,on005406,on005494,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on007058,on007169,on007262,on007358,on007454,on007615,on007895,on008465",131
Towards ARTEM-IS: Design guidelines for evidence-based EEG methodology reporting tools,"Suzy J Styles, Vanja Ković, Han Ke, Аnđela Šoškić",2021,"nm000110,nm000111,nm000113,nm000115,nm000120,nm000121,nm000123,nm000124,nm000125,nm000130,nm000131,nm000136,nm000140,nm000141,nm000142,nm000143,nm000146,nm000148,nm000157,nm000166,nm000167,nm000168,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000191,nm000194,nm000197,nm000199,nm000200,nm000201,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000228,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000247,nm000252,nm000257,nm000258,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003392,on003498,on003703,on003876,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",131
